,OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,NRI_ID,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_EXP_AREA,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EXP_AREA,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,NRI_VER
867,22079,T13089021411,Georgia,GA,13,DeKalb,County,89,13089,21411,13089021411,T13089021411,3768,575729578.0,0.0,0.65023881,96502.24590410336,5.026637492270371,Very Low,4.765317090648513,11.424008267374404,Very Low,13.72268004299534,142750.49719163528,90340.32801996046,0.004518118032041,52410.1691716748,0.0,0.000156914515898,1.199075911e-06,0.0,5.888155576954693,1.937164058412215,3.920000076293945,Very Low,0.046578287352204,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.676020383834839,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909382808441,575729578.0,3768.0,43708800000.0,0.0,44284529578.0,0.6502383927,0.000645592,1.35e-07,0.005577943,Relatively Low,15205.451861616688,2.0809771492e-05,241.39334930746304,0.0,15446.845210924152,43.61259020795508,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.13198968616023,10442.382228526287,39.536504887456815,Very Low,March 2023
868,22080,T13089021412,Georgia,GA,13,DeKalb,County,89,13089,21412,13089021412,T13089021412,4050,922704755.0,0.0,1.22264454,157750.51091769224,11.999952433049517,Very Low,16.123253314224293,26.37339408600888,Relatively Low,40.16481547832318,257519.97294395807,163393.90889296503,0.008114315866465,94126.06405099304,0.0,0.000177081464041,2.003534782e-06,0.0,11.409916151913006,3.320173143699757,1.600000023841858,Very Low,0.022572554639914,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.612575829029083,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,922704755.0,4050.0,46980000000.0,0.0,47902704755.0,1.22264454,0.000645592,1.35e-07,0.005577943,Relatively Low,24369.327668340364,2.2367190696e-05,259.4594120741044,0.0,24628.78708041447,47.85713195917184,Relatively Low,2.6410753317e-05,5.522763e-09,0.0,43.16708115283097,15086.999663765668,43.11650891515498,Very Low,March 2023
869,22081,T13089021415,Georgia,GA,13,DeKalb,County,89,13089,21415,13089021415,T13089021415,4175,946569742.0,0.0,0.80186574,231141.37130623308,21.087618322789325,Very Low,30.84915800788248,24.864363388684037,Very Low,37.441777140809755,244748.88084967065,165165.7483330106,0.006860614872126,79583.13251666006,0.0,0.00017448872598,1.643261047e-06,0.0,9.550931253963409,7.991247681111164,25.200000762939453,Relatively Low,0.243998566821928,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.944402158260345,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,946569742.0,4175.0,48430000000.0,0.0,49376569742.0,0.80186574,0.000645592,1.35e-07,0.005577943,Relatively Low,24999.61995290076,2.3057536088e-05,267.4674186196014,0.0,25267.087371520352,48.11650366934684,Relatively Low,2.6410753317e-05,5.522763e-09,0.0,43.208275483270526,23862.291846616536,47.302216783108456,Relatively Low,March 2023
870,22082,T13089021416,Georgia,GA,13,DeKalb,County,89,13089,21416,13089021416,T13089021416,2278,333872807.0,0.0,0.30329637,96052.29184356992,4.975503020501355,Very Low,4.729487638839125,4.008032505812997,Very Low,3.439627373701183,82019.41378454879,49201.85742545934,0.002829099686128,32817.55635908945,0.0,0.000147367070315,1.241922601e-06,0.0,5.573431664983442,8.16843457165961,52.209999084472656,Relatively Moderate,0.488355428161949,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.17109215259552,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,333872807.0,2278.0,26424800000.0,0.0,26758672807.0,0.30329637,0.000645592,1.35e-07,0.005577943,Relatively Low,8817.832344791117,1.2580854421e-05,145.93791128513823,0.0,8963.770256076254,38.34124162763376,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.228109790519206,10497.401004560035,39.587625671928485,Very Low,March 2023
871,22083,T13089021417,Georgia,GA,13,DeKalb,County,89,13089,21417,13089021417,T13089021417,4310,750449577.0,293.0,0.75074142,397074.3596887786,39.2926794463207,Relatively Low,55.3565030455034,24.816215327524247,Very Low,37.2984593335722,244425.62421781407,148481.49257598515,0.008271026718352,95943.90993288472,0.221708944207632,0.000197856720993,1.919031721e-06,0.000756685816408,13.02346337224323,30.463064262950105,88.83999633789062,Very High,0.895736295234683,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.624520182609558,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,750438315.6033438,4309.69407444,49992451263.504,293.0,50742889872.10735,0.75074142,0.000645592,1.35e-07,0.005577943,Relatively Low,19819.641232709702,2.3801419557e-05,276.0964668576429,0.066859687294723,20095.80455925464,46.041529987946845,Relatively Low,2.6410356992e-05,5.522371e-09,0.000228190059026,43.05265245716552,32646.040092286337,49.9883816398928,Relatively Low,March 2023
872,22084,T13089021418,Georgia,GA,13,DeKalb,County,89,13089,21418,13089021418,T13089021418,2477,220225139.0,0.0,0.18091593,122618.18849090106,7.835465918279979,Very Low,8.957362952346829,4.262864927073302,Very Low,3.690433536366894,84466.86439625254,39313.28956061436,0.003892549554796,45153.5748356382,0.0,0.000178514086717,1.571477414e-06,0.0,9.883270310261407,20.06017219236075,77.7699966430664,Relatively High,0.762092439985668,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.451672077178955,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,220225139.0,2477.0,28733200000.0,0.0,28953425139.0,0.18091593,0.000645592,1.35e-07,0.005577943,Very Low,5816.311820238536,1.3679884285e-05,158.68665770556953,0.0,5974.998477944106,34.574248966327445,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.1518239934089,8673.738451618214,37.74108097222437,Very Low,March 2023
873,22085,T13089021419,Georgia,GA,13,DeKalb,County,89,13089,21419,13089021419,T13089021419,2420,293031218.0,0.0,0.24849825,241269.96007707005,22.360034248204347,Very Low,32.92726621282694,15.32517556427179,Very Low,20.279469724113223,172669.39615186013,73595.01788601573,0.00854089467809,99074.37826584435,0.0,0.000251150776318,3.529295322e-06,0.0,31.047279047373,43.607001855111065,73.63999938964845,Relatively High,0.710139734862057,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.397294282913208,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909508076905,293031218.0,2420.0,28072000000.0,0.0,28365031218.0,0.2484973296,0.000645592,1.35e-07,0.005577943,Very Low,7739.175212654971,1.3365086786e-05,155.03500672082285,0.0,7894.210219375792,37.13287460140671,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.18844117602185,11030.534807648815,40.07869502579276,Very Low,March 2023
874,22086,T13089021420,Georgia,GA,13,DeKalb,County,89,13089,21420,13089021420,T13089021420,2163,151042807.0,0.0,0.12966291,82100.32816836545,3.687627836179423,Very Low,3.260480114654245,1.837846724757498,Very Low,1.110713006091007,56605.11017499936,24282.243727930905,0.002786454004058,32322.86644706844,0.0,0.000160763986119,1.288235786e-06,0.0,6.595110035934894,14.75764638729011,77.68000030517578,Relatively High,0.761017556431387,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.45040488243103,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,151042807.0,2163.0,25090800000.0,0.0,25241842807.0,0.12966291,0.000645592,1.35e-07,0.005577943,Very Low,3989.154315920799,1.1945736661e-05,138.57054526328093,0.0,4127.7248611840805,31.034587980409807,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.22353264269258,5986.872291993337,34.12854553622605,Very Low,March 2023
875,22087,T13089021421,Georgia,GA,13,DeKalb,County,89,13089,21421,13089021421,T13089021421,2517,181288801.0,0.0,0.24713208,231137.47526214976,21.085239975265186,Very Low,30.813328556073092,13.042252859525098,Very Low,16.732353994983875,155302.51966962012,34846.48724305746,0.010384140726428,120456.03242656266,0.0,0.000192215332943,4.125602196e-06,0.0,37.67996805787162,51.56614184464634,80.41999816894531,Very High,0.796130419204586,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.488304734230042,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,181288801.0,2517.0,29197200000.0,0.0,29378488801.0,0.24713208,0.000645592,1.35e-07,0.005577943,Very Low,4787.9738022695565,1.390079481e-05,161.24921980012857,0.0,4949.223022069685,32.7189783806051,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.15487542529332,7365.952054506625,36.05564419934007,Very Low,March 2023
876,22088,T13089021502,Georgia,GA,13,DeKalb,County,89,13089,21502,13089021502,T13089021502,5503,954221960.0,390.0,1.4022021,233233.71798534505,21.346858202920608,Very Low,31.207452525976358,25.129764896540387,Very Low,38.01504836975994,246998.5302039305,157852.33774986802,0.007684991150448,89145.89734519497,0.295108867488598,0.000165425178173,1.396509386e-06,0.000756689403817,7.77884773469244,6.409646577557913,25.170000076293945,Relatively Low,0.24328197778574,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.944271683692932,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,4.0,0.040909356554263,953538432.699432,5493.589798601691,63725641663.77962,390.0,64679180486.47904,1.4022021,0.000645592,1.35e-07,0.005577943,Relatively Low,25183.66832390299,3.0339795218e-05,351.9416245238253,0.088994123020279,25535.69894254984,48.23856094472331,Relatively Low,2.6391834793e-05,5.513319e-09,0.000228190059026,43.03434386585906,24112.63743475736,47.39826189332796,Relatively Low,March 2023
877,22089,T13089021503,Georgia,GA,13,DeKalb,County,89,13089,21503,13089021503,T13089021503,4308,595842394.0,147.0,0.75566907,188436.57665245244,15.755363173666936,Very Low,22.321748477248295,12.477393898114006,Very Low,15.800788247939806,150979.8542752833,90881.80188865117,0.005180856995445,60097.941147163256,0.111239468879637,0.000152526578847,1.202613044e-06,0.000756731080814,5.606313267726707,9.640631689102412,60.22999954223633,Relatively High,0.564672160515944,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.248090863227844,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,595839481.8685517,4307.93217554,49972013236.264,147.0,50567852865.13255,0.75566907,0.000645592,1.35e-07,0.005577943,Relatively Low,15736.56957190914,2.3791689006e-05,275.98359247425327,0.033543938676875,16012.586708322076,43.9787620340845,Very Low,2.6410624236e-05,5.522676e-09,0.000228190059026,43.06028103687655,19985.163167300405,45.70198131767695,Relatively Low,March 2023
878,22090,T13089021505,Georgia,GA,13,DeKalb,County,89,13089,21505,13089021505,T13089021505,3394,527565342.0,615.0,0.73012095,125095.4627063468,8.15416448651477,Very Low,9.74561089215335,9.714164924724615,Very Low,11.07130060910068,129676.82079656897,78010.8788104012,0.004453762812737,51663.648627748495,2.293358419266096,0.000147869605146,1.312245967e-06,0.003729038080107,5.997369471780538,5.32987680159825,27.6200008392334,Relatively Low,0.267287710498029,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.964670956134796,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,4.0,0.040909379935984,522285277.2948076,3308.5603848413125,38379300464.15922,615.0,38901586356.454025,0.7301205327,0.000645592,1.35e-07,0.005577943,Relatively Low,13793.947619514733,1.8272395323e-05,211.95978574385168,0.14033688630121,14006.047742144883,42.68648063103611,Very Low,2.6146424948e-05,5.383735e-09,0.000228190059026,42.93517232961568,13511.227467084507,42.03832509720694,Very Low,March 2023
879,22091,T13089021506,Georgia,GA,13,DeKalb,County,89,13089,21506,13089021506,T13089021506,3261,657378386.0,98.0,0.7268274,183742.17911548357,15.169100508966372,Very Low,21.318523826585448,19.057237475632384,Very Low,27.087065567896808,200605.8901130704,125191.87432696777,0.006501201864732,75413.94163089257,0.074155210008012,0.000190441117313,1.99362216e-06,0.000756685816408,12.532588017004487,10.111544498882177,22.0,Relatively Low,0.217126477964887,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.91593611240387,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,4.0,0.040909380480959,657378386.0,3261.0,37827600000.0,98.0,38484978484.0,0.7268269749,0.000645592,1.35e-07,0.005577943,Relatively Low,17361.85838829749,1.8009730583e-05,208.91287475892696,0.022362625784583,17570.793625682203,44.77671147185817,Very Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.11215537891155,16093.72440535805,43.77023531052004,Very Low,March 2023
880,22092,T13089021602,Georgia,GA,13,DeKalb,County,89,13089,21602,13089021602,T13089021602,4134,903924215.0,393.0,1.2437646,186343.24301077408,15.509204204918422,Very Low,21.891795055535653,19.421283791718533,Very Low,27.76782515227517,203374.2901256268,138049.77797524683,0.005631335901141,65323.496453232976,1.015697146999089,0.000152722734588,1.362200266e-06,0.002584471111957,6.494116541794866,5.057556010084194,22.030000686645508,Relatively Low,0.217484772482981,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.916257619857788,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,3.0,0.040909356554263,903924215.0,4134.0,47954400000.0,393.0,48858324608.0,1.2437646,0.000645592,1.35e-07,0.005577943,Relatively Low,23873.319459248203,2.2831102799e-05,264.8407924726784,0.089678693197358,24138.24993041408,47.664891750453904,Relatively Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.209801199212734,22116.855428773622,46.66243241987204,Relatively Low,March 2023
881,22093,T13089021604,Georgia,GA,13,DeKalb,County,89,13089,21604,13089021604,T13089021604,3400,857903138.0,1075.0,1.35743439,96520.71237725193,5.030205013556581,Very Low,4.801146542457901,15.488409235032998,Very Low,20.601934790397703,173839.7051552636,124191.94471652544,0.004279909216841,49646.94691535732,0.81352338083508,0.000144762198919,1.258796828e-06,0.000756765935661,5.458346055382013,0.978690006183703,0.379999995231628,Very Low,0.00644930132569,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.555228233337402,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,857903138.0,3400.0,39440000000.0,1075.0,40297904213.0,1.35743439,0.000645592,1.35e-07,0.005577943,Relatively Low,22657.868147237856,1.8777394658e-05,217.81777803751973,0.245304313453334,22875.931229588845,47.20717696779214,Relatively Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.07096104847199,12701.362882552525,41.440366830356446,Very Low,March 2023
882,22094,T13089021606,Georgia,GA,13,DeKalb,County,89,13089,21606,13089021606,T13089021606,3615,677137036.0,0.0,1.02704043,169802.2880726734,13.449555249012986,Very Low,18.27302042278753,14.540714470253894,Very Low,18.95378000716589,166495.7374061998,112859.89624534576,0.004623779410418,53635.841160854,0.0,0.00016667216567,1.279053779e-06,0.0,7.251567747845081,7.366931456024354,34.5099983215332,Relatively Low,0.323898244356861,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.019859671592712,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,3.0,0.040909356554263,677137036.0,3615.0,41934000000.0,0.0,42611137036.0,1.02704043,0.000645592,1.35e-07,0.005577943,Relatively Low,17883.699219316135,1.9964788732e-05,231.59154929577463,0.0,18115.290768611903,45.08185466029935,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.17165830065758,18475.054494083037,45.00333059656406,Relatively Low,March 2023
883,22095,T13089021607,Georgia,GA,13,DeKalb,County,89,13089,21607,13089021607,T13089021607,1947,475658026.0,0.0,0.4721418,110149.55337795764,6.440565095371737,Very Low,6.592619132927266,8.494022594358457,Very Low,9.423145825868865,120170.45250644255,87671.18087521235,0.00280166134752,32499.271631230207,0.0,0.000184315571446,1.438963199e-06,0.0,9.350118608638466,7.432336012938211,22.069999694824215,Relatively Low,0.218201361519169,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.916610956192017,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909358919708,475658026.0,1947.0,22585200000.0,0.0,23060858026.0,0.4721417727,0.000645592,1.35e-07,0.005577943,Relatively Low,12562.486787737384,1.0752819824e-05,124.73270995266203,0.0,12687.219497690046,41.722228155562,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.16250400500435,11629.24439519567,40.61159047604294,Very Low,March 2023
884,22096,T13089021608,Georgia,GA,13,DeKalb,County,89,13089,21608,13089021608,T13089021608,4342,449341008.0,0.0,0.76269687,212143.65948109515,18.660514674404222,Very Low,27.194553923324968,19.32616201235409,Very Low,27.58867789322824,202659.2282407598,81045.71375312691,0.010483923662727,121613.51448763294,0.0,0.000180365718486,2.414537923e-06,0.0,17.737275994081312,17.963658849831138,37.93999862670898,Relatively Low,0.357577929057685,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.046799898147583,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,449341008.0,4342.0,50367200000.0,0.0,50816541008.0,0.76269687,0.000645592,1.35e-07,0.005577943,Very Low,11867.434517311389,2.3979837531e-05,278.1661153643854,0.0,12145.600632675776,41.30570770333979,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.14419541369788,12714.013505226225,41.449661518442205,Very Low,March 2023
885,22097,T13089021609,Georgia,GA,13,DeKalb,County,89,13089,21609,13089021609,T13089021609,2212,388510610.0,98.0,0.6814587,84101.88936652178,3.880273985634781,Very Low,3.582945180938732,6.352021044225756,Very Low,6.198495163024006,102506.93550667891,59758.84568590935,0.003685173763712,42748.01565905409,0.074161715472951,0.000153815221896,1.665991756e-06,0.000756752198704,8.637292434882683,4.930314417542691,13.029999732971191,Very Low,0.134360444285202,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.820450723171234,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,388510610.0,2212.0,25659200000.0,98.0,26047710708.0,0.6814587,0.000645592,1.35e-07,0.005577943,Relatively Low,10260.857881584006,1.2216352054e-05,141.70968382911576,0.022362625784583,10402.589928038908,39.87458614955068,Very Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.086218207894056,8534.81242931332,37.56912924263784,Very Low,March 2023
886,22098,T13089021703,Georgia,GA,13,DeKalb,County,89,13089,21703,13089021703,T13089021703,4834,1270244903.0,976.0,2.05306101,246725.5544374456,23.100889501974027,Very Low,34.145467574346114,28.86065246494586,Relatively Low,43.138659978502325,278916.60868606064,198172.38138443025,0.006960645584162,80743.48877627353,0.738525356814518,0.000156011160459,1.439934957e-06,0.000756685816408,7.163492026211335,5.01712410217381,18.76000022888184,Very Low,0.188462916517377,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.884585380554199,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909357642225,1270241486.0167303,4833.97505264,56074110610.624,976.0,57344353072.64073,2.0530609554,0.000645592,1.35e-07,0.005577943,Relatively Low,33548.03453967383,2.6696899215e-05,309.6840308984845,0.222713497609725,33857.94128406993,50.77124940878507,Relatively Low,2.6410682271e-05,5.522735e-09,0.000228190059026,43.0450238774545,29950.239875550727,49.26649419856552,Relatively Low,March 2023
887,22099,T13089021707,Georgia,GA,13,DeKalb,County,89,13089,21707,13089021707,T13089021707,2953,581282914.0,243.0,1.04843583,83367.14617828086,3.813680254958855,Very Low,3.511286277319957,11.593113652911196,Very Low,14.116804012898603,144108.3600010625,88869.15227377253,0.004761984812038,55239.023819638845,0.183907651141701,0.000152884507928,1.612592215e-06,0.000756821609637,8.090048617798342,1.688626742139561,0.779999971389771,Very Low,0.013615191687567,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.5785031914711,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,581282914.0,2953.0,34254800000.0,243.0,34836083157.0,1.04843583,0.000645592,1.35e-07,0.005577943,Relatively Low,15352.119648796772,1.6308719537e-05,189.1811466308222,0.055450184343405,15541.356245611936,43.67667027752773,Very Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.11520681079596,8990.724187875816,38.086533546078414,Very Low,March 2023
888,22100,T13089021708,Georgia,GA,13,DeKalb,County,89,13089,21708,13089021708,T13089021708,3584,1115113440.0,1889.0,1.74374421,289358.5808004275,28.12990534176854,Relatively Low,40.23647438194195,29.87998214998708,Relatively Low,44.71515585811537,287315.0176102397,203080.20781879732,0.007261498239729,84233.37958086217,1.430210580218528,0.000182116187048,2.026087678e-06,0.000757125770364,11.288958827535994,11.413689768348952,32.939998626708984,Relatively Low,0.308491580078825,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.007112622261047,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040910523769613,1115113440.0,3584.0,41574400000.0,1889.0,42689515329.0,1.74374421,0.000645592,1.35e-07,0.005577943,Relatively Low,29451.34939522011,1.9794015444e-05,229.6105791530649,0.431117061327444,29681.39109143449,49.593396701402135,Relatively Low,2.6411079213e-05,5.522884e-09,0.000228225019231,43.231161222403614,29892.50361445028,49.25100305175592,Relatively Low,March 2023
889,22101,T13089021709,Georgia,GA,13,DeKalb,County,89,13089,21709,13089021709,T13089021709,3286,383109808.0,0.0,0.93366468,177862.3621615761,14.42705608143462,Very Low,19.742027946972414,16.98569650280668,Very Low,23.39663203152992,185377.65705383403,69592.47772632187,0.00998148097651,115785.17932751216,0.0,0.000181651516806,3.037577899e-06,0.0,23.633651971721825,20.49422061551634,26.950000762939453,Relatively Low,0.261913292726621,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.959459543228149,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909357066909,383109808.0,3286.0,38117600000.0,0.0,38500709808.0,0.9336646683,0.000645592,1.35e-07,0.005577943,Very Low,10118.21863225032,1.8147799661e-05,210.5144760680264,0.0,10328.73310831834,39.81660894374685,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.2540469615367,9910.001550232579,39.01910058401624,Very Low,March 2023
890,22102,T13089021710,Georgia,GA,13,DeKalb,County,89,13089,21710,13089021710,T13089021710,3139,746763580.0,50.0,1.09987176,145021.96683709283,10.499215145317034,Very Low,13.543532783948406,18.699062874321815,Very Low,26.334647079899675,198029.28772406143,119982.46836118096,0.00672817082143,78046.78152858964,0.037834290820414,0.000160669951742,2.143412176e-06,0.000756685816408,11.166827160203866,5.266850592208534,6.820000171661377,Very Low,0.074525259763526,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,0.732325851917267,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909394704862,746763580.0,3139.0,36412400000.0,50.0,37159163630.0,1.0998707343,0.000645592,1.35e-07,0.005577943,Relatively Low,19722.58869718613,1.733595348e-05,201.09706037052183,0.011409502951318,19923.697167059607,45.97287277054758,Relatively Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.10605251514273,14590.638501208561,42.78190014406766,Very Low,March 2023
891,22103,T13089021711,Georgia,GA,13,DeKalb,County,89,13089,21711,13089021711,T13089021711,2903,508474135.0,0.0,1.05422031,372044.2910337056,36.89292679446321,Relatively Low,51.95270512361161,21.15696267938089,Very Low,31.17162307416697,216038.50454982676,106265.27823289049,0.009463209165253,109773.22631693624,0.0,0.000208988561892,3.259803364e-06,0.0,24.337083401836672,45.78556818722352,93.80999755859376,Very High,0.948405589394482,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.72212028503418,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,508474135.0,2903.0,33674800000.0,0.0,34183274135.0,1.05422031,0.000645592,1.35e-07,0.005577943,Relatively Low,13429.184947346386,1.603258138e-05,185.97794401262348,0.0,13615.162891359007,42.43321178462993,Very Low,2.6410753317e-05,5.522763e-09,0.0,43.220481210808174,23446.94819925396,47.16589469118399,Relatively Low,March 2023
892,22104,T13089021712,Georgia,GA,13,DeKalb,County,89,13089,21712,13089021712,T13089021712,2744,1101217664.0,98.0,0.92899248,405810.0155995978,40.094182561955954,Relatively Low,56.216409888928695,30.10193296850412,Relatively Low,45.00179147259047,289086.67088715086,214347.2693184092,0.006443045466684,74739.32741353176,0.074155210008015,0.00019464568752,2.348048639e-06,0.000756685816408,13.415693919252178,25.131998287589784,74.12000274658203,Relatively High,0.715514152633465,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.403765916824341,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.040909356554263,1101217664.0,2744.0,31830400000.0,98.0,32931617762.0,0.92899248,0.000645592,1.35e-07,0.005577943,Relatively Low,29083.98807176445,1.5154462042e-05,175.7917596867512,0.022362625784583,29259.802194076983,49.462185130372426,Relatively Low,2.6410753317e-05,5.522763e-09,0.000228190059026,43.07706391224082,41073.91305306734,52.07968645918858,Relatively Low,March 2023
893,22105,T13089021808,Georgia,GA,13,DeKalb,County,89,13089,21808,13089021808,T13089021808,5069,703490018.0,100.0,1.18587612,212296.0558510684,18.680730628359417,Very Low,27.266212826943747,15.821922634286118,Very Low,21.175206019347904,176474.63754927673,102256.18925999149,0.006398098504672,74217.94265419166,0.505635093576857,0.000145355565315,1.262201323e-06,0.005056350935769,5.593395495220424,8.621509775008324,55.59000015258789,Relatively Moderate,0.516660695091365,24.350000381469727,Relatively Low,0.370476531709065,2.524061918258667,1.202983379364014,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2.0,0.042345403278058,703490018.0,5069.0,58800400000.0,100.0,59503890118.0,1.1858756793,0.000645592,1.35e-07,0.005577943,Relatively Low,19073.089967732623,2.8675788096e-05,332.6391419152674,0.023699571376522,19405.75280921927,45.7196039241414,Relatively Low,2.7112097513e-05,5.65709e-09,0.000236995713765,43.87959049784112,23344.798093537294,47.13336328288384,Relatively Low,March 2023
