geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
1400000US48085031718,Census Tract 317.18; Collin County; Texas,592,88,592,88,173000,18274
1400000US48085031719,Census Tract 317.19; Collin County; Texas,436,79,436,79,148049,30699
1400000US48085031720,Census Tract 317.20; Collin County; Texas,565,230,565,230,40913,23106
1400000US48085031721,Census Tract 317.21; Collin County; Texas,288,96,288,96,119231,22574
1400000US48085031722,Census Tract 317.22; Collin County; Texas,427,138,427,138,102844,44770
1400000US48085031723,Census Tract 317.23; Collin County; Texas,857,220,857,220,45525,8126
1400000US48085031724,Census Tract 317.24; Collin County; Texas,499,132,499,132,108507,45752
1400000US48085031806,Census Tract 318.06; Collin County; Texas,810,309,810,309,79880,12778
1400000US48085031807,Census Tract 318.07; Collin County; Texas,1162,123,1162,123,109079,35568
1400000US48085031808,Census Tract 318.08; Collin County; Texas,1032,249,1032,249,163938,39107
1400000US48085031809,Census Tract 318.09; Collin County; Texas,581,143,581,143,58072,19542
1400000US48085031810,Census Tract 318.10; Collin County; Texas,365,89,365,89,105479,9420
1400000US48085031811,Census Tract 318.11; Collin County; Texas,245,94,245,94,108750,56065
1400000US48085031812,Census Tract 318.12; Collin County; Texas,630,82,630,82,141607,6805
1400000US48085031813,Census Tract 318.13; Collin County; Texas,56,67,56,67,-,**
1400000US48085031814,Census Tract 318.14; Collin County; Texas,513,75,513,75,151875,30531
1400000US48085031815,Census Tract 318.15; Collin County; Texas,1084,178,1084,178,153105,6668
1400000US48085031816,Census Tract 318.16; Collin County; Texas,902,182,902,182,112045,42719
1400000US48085031901,Census Tract 319.01; Collin County; Texas,533,210,533,210,64192,17411
1400000US48085031902,Census Tract 319.02; Collin County; Texas,696,197,696,197,73125,11327
1400000US48085031903,Census Tract 319.03; Collin County; Texas,255,102,255,102,124102,65178
1400000US48085031904,Census Tract 319.04; Collin County; Texas,592,185,592,185,122788,47723
1400000US48085032003,Census Tract 320.03; Collin County; Texas,1272,311,1272,311,62029,19127
1400000US48085032008,Census Tract 320.08; Collin County; Texas,1042,136,1042,136,108375,12081
1400000US48085032010,Census Tract 320.10; Collin County; Texas,1478,298,1478,298,81012,19870
1400000US48085032012,Census Tract 320.12; Collin County; Texas,667,153,667,153,56319,21276
1400000US48085032013,Census Tract 320.13; Collin County; Texas,1542,303,1542,303,62339,16244
1400000US48085032014,Census Tract 320.14; Collin County; Texas,1144,247,1144,247,71337,14822
1400000US48085032015,Census Tract 320.15; Collin County; Texas,522,111,522,111,85056,13668
1400000US48085032016,Census Tract 320.16; Collin County; Texas,574,69,574,69,186438,70432
1400000US48085032017,Census Tract 320.17; Collin County; Texas,1452,332,1452,332,114141,52282
1400000US48085032018,Census Tract 320.18; Collin County; Texas,966,168,966,168,151121,33234
1400000US48085032019,Census Tract 320.19; Collin County; Texas,880,141,880,141,"250,000+",***
1400000US48087950300,Census Tract 9503; Collingsworth County; Texas,741,100,741,100,61675,8821
1400000US48089750100,Census Tract 7501; Colorado County; Texas,934,175,934,175,73843,15334
1400000US48089750200,Census Tract 7502; Colorado County; Texas,506,135,506,135,57328,12437
1400000US48089750300,Census Tract 7503; Colorado County; Texas,1364,193,1364,193,76250,24649
1400000US48089750400,Census Tract 7504; Colorado County; Texas,1334,252,1334,252,97654,14769
1400000US48089750500,Census Tract 7505; Colorado County; Texas,828,205,828,205,70580,18364
1400000US48091310100,Census Tract 3101; Comal County; Texas,950,186,950,186,103684,25333
1400000US48091310200,Census Tract 3102; Comal County; Texas,884,178,884,178,68097,8735
1400000US48091310301,Census Tract 3103.01; Comal County; Texas,799,189,799,189,127614,65520
1400000US48091310302,Census Tract 3103.02; Comal County; Texas,1120,352,1120,352,-,**
1400000US48091310401,Census Tract 3104.01; Comal County; Texas,1278,266,1278,266,71532,23148
1400000US48091310404,Census Tract 3104.04; Comal County; Texas,1395,192,1395,192,93617,9617
1400000US48091310405,Census Tract 3104.05; Comal County; Texas,1003,198,1003,198,100078,19907
1400000US48091310406,Census Tract 3104.06; Comal County; Texas,1510,289,1510,289,127955,10833
1400000US48091310501,Census Tract 3105.01; Comal County; Texas,1109,235,1109,235,79028,20692
1400000US48091310502,Census Tract 3105.02; Comal County; Texas,2019,319,2019,319,77368,7806
1400000US48091310503,Census Tract 3105.03; Comal County; Texas,1404,336,1404,336,94971,19853
1400000US48091310603,Census Tract 3106.03; Comal County; Texas,1272,156,1272,156,101413,8561
1400000US48091310604,Census Tract 3106.04; Comal County; Texas,1025,161,1025,161,92467,15179
1400000US48091310608,Census Tract 3106.08; Comal County; Texas,1123,149,1123,149,96425,17844
1400000US48091310609,Census Tract 3106.09; Comal County; Texas,1459,210,1459,210,106520,21404
1400000US48091310610,Census Tract 3106.10; Comal County; Texas,703,179,703,179,75685,28992
1400000US48091310611,Census Tract 3106.11; Comal County; Texas,1148,375,1148,375,91971,11355
1400000US48091310612,Census Tract 3106.12; Comal County; Texas,594,251,594,251,76635,64883
1400000US48091310613,Census Tract 3106.13; Comal County; Texas,1234,307,1234,307,100000,12491
1400000US48091310614,Census Tract 3106.14; Comal County; Texas,645,139,645,139,67574,47293
1400000US48091310702,Census Tract 3107.02; Comal County; Texas,2037,335,2037,335,119156,23552
1400000US48091310703,Census Tract 3107.03; Comal County; Texas,2898,267,2898,267,151532,24679
1400000US48091310705,Census Tract 3107.05; Comal County; Texas,961,172,961,172,145647,64341
1400000US48091310706,Census Tract 3107.06; Comal County; Texas,1558,278,1558,278,160139,35856
1400000US48091310707,Census Tract 3107.07; Comal County; Texas,1286,184,1286,184,140417,18762
1400000US48091310708,Census Tract 3107.08; Comal County; Texas,1272,351,1272,351,113000,31771
1400000US48091310801,Census Tract 3108.01; Comal County; Texas,2354,320,2354,320,166797,22627
1400000US48091310803,Census Tract 3108.03; Comal County; Texas,1583,334,1583,334,137100,47429
1400000US48091310804,Census Tract 3108.04; Comal County; Texas,1604,431,1604,431,96398,38455
1400000US48091310901,Census Tract 3109.01; Comal County; Texas,3129,369,3129,369,154766,21669
1400000US48091310903,Census Tract 3109.03; Comal County; Texas,2091,273,2091,273,150729,47970
1400000US48091310904,Census Tract 3109.04; Comal County; Texas,2148,287,2148,287,87188,20519
1400000US48091310905,Census Tract 3109.05; Comal County; Texas,1027,175,1027,175,145492,39221
1400000US48093950101,Census Tract 9501.01; Comanche County; Texas,481,100,481,100,67663,9017
1400000US48093950102,Census Tract 9501.02; Comanche County; Texas,720,127,720,127,116184,26973
1400000US48093950200,Census Tract 9502; Comanche County; Texas,1008,170,1008,170,85143,12647
1400000US48093950300,Census Tract 9503; Comanche County; Texas,911,131,911,131,73176,20203
1400000US48093950400,Census Tract 9504; Comanche County; Texas,476,100,476,100,71250,38070
1400000US48095950300,Census Tract 9503; Concho County; Texas,538,74,538,74,75878,8807
1400000US48097000100,Census Tract 1; Cooke County; Texas,1620,242,1620,242,88163,18797
1400000US48097000200,Census Tract 2; Cooke County; Texas,1332,156,1332,156,117222,17630
1400000US48097000400,Census Tract 4; Cooke County; Texas,357,92,357,92,54934,14572
1400000US48097000500,Census Tract 5; Cooke County; Texas,667,145,667,145,47813,19270
1400000US48097000600,Census Tract 6; Cooke County; Texas,1231,215,1231,215,67917,14854
1400000US48097000701,Census Tract 7.01; Cooke County; Texas,1552,229,1552,229,118109,11597
1400000US48097000702,Census Tract 7.02; Cooke County; Texas,1010,206,1010,206,94744,14805
1400000US48097000900,Census Tract 9; Cooke County; Texas,1551,183,1551,183,94797,14346
1400000US48097001100,Census Tract 11; Cooke County; Texas,2184,335,2184,335,60548,16497
1400000US48099010101,Census Tract 101.01; Coryell County; Texas,1157,130,1157,130,87986,15663
1400000US48099010102,Census Tract 101.02; Coryell County; Texas,1111,134,1111,134,86442,11799
1400000US48099010201,Census Tract 102.01; Coryell County; Texas,9,14,9,14,-,**
1400000US48099010202,Census Tract 102.02; Coryell County; Texas,1244,215,1244,215,73813,18612
1400000US48099010300,Census Tract 103; Coryell County; Texas,439,96,439,96,96042,26597
1400000US48099010400,Census Tract 104; Coryell County; Texas,1320,174,1320,174,63485,16065
1400000US48099010501,Census Tract 105.01; Coryell County; Texas,732,150,732,150,46976,13092
1400000US48099010502,Census Tract 105.02; Coryell County; Texas,817,183,817,183,53041,4691
1400000US48099010503,Census Tract 105.03; Coryell County; Texas,0,21,0,21,-,**
1400000US48099010504,Census Tract 105.04; Coryell County; Texas,552,104,552,104,50341,18026
1400000US48099010601,Census Tract 106.01; Coryell County; Texas,945,180,945,180,70084,15201
1400000US48099010603,Census Tract 106.03; Coryell County; Texas,1820,290,1820,290,64844,10486
1400000US48099010604,Census Tract 106.04; Coryell County; Texas,1932,212,1932,212,92635,9967
1400000US48099010701,Census Tract 107.01; Coryell County; Texas,1297,217,1297,217,66926,3982
1400000US48099010702,Census Tract 107.02; Coryell County; Texas,742,178,742,178,51962,12163
1400000US48099010802,Census Tract 108.02; Coryell County; Texas,1820,296,1820,296,83725,17529
1400000US48099010803,Census Tract 108.03; Coryell County; Texas,745,84,745,84,95179,17161
1400000US48099010804,Census Tract 108.04; Coryell County; Texas,1218,218,1218,218,62068,14969
1400000US48099980000,Census Tract 9800; Coryell County; Texas,0,15,0,15,-,**
1400000US48101950100,Census Tract 9501; Cottle County; Texas,373,84,373,84,57235,23521
1400000US48103950100,Census Tract 9501; Crane County; Texas,1139,178,1139,178,82402,20438
1400000US48105950100,Census Tract 9501; Crockett County; Texas,905,193,905,193,76684,48325
1400000US48107950100,Census Tract 9501; Crosby County; Texas,518,73,518,73,66429,14940
1400000US48107950200,Census Tract 9502; Crosby County; Texas,589,94,589,94,66270,5662
1400000US48107950300,Census Tract 9503; Crosby County; Texas,381,60,381,60,56250,21612
1400000US48109950300,Census Tract 9503; Culberson County; Texas,343,139,343,139,46513,22967
1400000US48111950100,Census Tract 9501; Dallam County; Texas,329,115,329,115,90972,53643
1400000US48111950300,Census Tract 9503; Dallam County; Texas,1241,179,1241,179,88023,5762
1400000US48113000100,Census Tract 1; Dallas County; Texas,964,144,964,144,"250,000+",***
1400000US48113000201,Census Tract 2.01; Dallas County; Texas,823,116,823,116,"250,000+",***
1400000US48113000202,Census Tract 2.02; Dallas County; Texas,962,174,962,174,191851,50712
1400000US48113000300,Census Tract 3; Dallas County; Texas,931,285,931,285,-,**
1400000US48113000401,Census Tract 4.01; Dallas County; Texas,853,160,853,160,61250,17142
1400000US48113000405,Census Tract 4.05; Dallas County; Texas,378,161,378,161,75938,35416
1400000US48113000407,Census Tract 4.07; Dallas County; Texas,360,165,360,165,49500,7193
1400000US48113000408,Census Tract 4.08; Dallas County; Texas,340,144,340,144,105455,61811
1400000US48113000409,Census Tract 4.09; Dallas County; Texas,509,197,509,197,98922,47532
1400000US48113000410,Census Tract 4.10; Dallas County; Texas,1084,243,1084,243,68235,17701
1400000US48113000501,Census Tract 5.01; Dallas County; Texas,76,65,76,65,142727,136051
1400000US48113000502,Census Tract 5.02; Dallas County; Texas,455,209,455,209,154915,49621
1400000US48113000503,Census Tract 5.03; Dallas County; Texas,267,125,267,125,143040,60056
1400000US48113000605,Census Tract 6.05; Dallas County; Texas,389,106,389,106,192279,71537
1400000US48113000606,Census Tract 6.06; Dallas County; Texas,589,145,589,145,226563,66182
1400000US48113000607,Census Tract 6.07; Dallas County; Texas,378,142,378,142,160000,88550
1400000US48113000608,Census Tract 6.08; Dallas County; Texas,363,115,363,115,100859,8763
1400000US48113000609,Census Tract 6.09; Dallas County; Texas,222,123,222,123,148000,52863
1400000US48113000610,Census Tract 6.10; Dallas County; Texas,505,315,505,315,65356,61206
1400000US48113000611,Census Tract 6.11; Dallas County; Texas,243,112,243,112,-,**
1400000US48113000703,Census Tract 7.03; Dallas County; Texas,633,183,633,183,187043,59233
1400000US48113000704,Census Tract 7.04; Dallas County; Texas,412,194,412,194,221667,140331
1400000US48113000705,Census Tract 7.05; Dallas County; Texas,507,298,507,298,200858,80407
1400000US48113000706,Census Tract 7.06; Dallas County; Texas,252,106,252,106,225200,75872
1400000US48113000801,Census Tract 8.01; Dallas County; Texas,790,178,790,178,86444,31956
1400000US48113000802,Census Tract 8.02; Dallas County; Texas,536,195,536,195,70688,15300
1400000US48113000901,Census Tract 9.01; Dallas County; Texas,242,101,242,101,152500,67917
1400000US48113000902,Census Tract 9.02; Dallas County; Texas,462,165,462,165,170781,129512
1400000US48113001001,Census Tract 10.01; Dallas County; Texas,339,65,339,65,"250,000+",***
1400000US48113001002,Census Tract 10.02; Dallas County; Texas,420,135,420,135,215577,133816
1400000US48113001101,Census Tract 11.01; Dallas County; Texas,844,237,844,237,237721,61970
1400000US48113001102,Census Tract 11.02; Dallas County; Texas,614,195,614,195,"250,000+",***
1400000US48113001202,Census Tract 12.02; Dallas County; Texas,799,206,799,206,94107,49763
1400000US48113001203,Census Tract 12.03; Dallas County; Texas,294,58,294,58,146389,21341
1400000US48113001204,Census Tract 12.04; Dallas County; Texas,424,79,424,79,76310,24887
1400000US48113001301,Census Tract 13.01; Dallas County; Texas,622,230,622,230,158380,15499
1400000US48113001302,Census Tract 13.02; Dallas County; Texas,467,112,467,112,103274,60114
1400000US48113001400,Census Tract 14; Dallas County; Texas,631,159,631,159,135938,85087
1400000US48113001502,Census Tract 15.02; Dallas County; Texas,558,153,558,153,51769,6689
1400000US48113001503,Census Tract 15.03; Dallas County; Texas,142,87,142,87,95000,51420
1400000US48113001504,Census Tract 15.04; Dallas County; Texas,377,102,377,102,80461,31590
1400000US48113001601,Census Tract 16.01; Dallas County; Texas,465,197,465,197,-,**
1400000US48113001602,Census Tract 16.02; Dallas County; Texas,601,179,601,179,127894,45006
1400000US48113001703,Census Tract 17.03; Dallas County; Texas,459,153,459,153,195289,15362
1400000US48113001705,Census Tract 17.05; Dallas County; Texas,326,109,326,109,187661,34171
1400000US48113001801,Census Tract 18.01; Dallas County; Texas,262,150,262,150,111449,70699
1400000US48113001802,Census Tract 18.02; Dallas County; Texas,252,118,252,118,121694,13465
1400000US48113001901,Census Tract 19.01; Dallas County; Texas,377,151,377,151,158342,38232
1400000US48113001902,Census Tract 19.02; Dallas County; Texas,549,201,549,201,202837,55172
1400000US48113002001,Census Tract 20.01; Dallas County; Texas,665,178,665,178,93451,56212
1400000US48113002002,Census Tract 20.02; Dallas County; Texas,672,255,672,255,41768,16065
1400000US48113002100,Census Tract 21; Dallas County; Texas,530,157,530,157,122647,37872
1400000US48113002200,Census Tract 22; Dallas County; Texas,432,139,432,139,99148,25481
1400000US48113002400,Census Tract 24; Dallas County; Texas,681,196,681,196,69447,11316
1400000US48113002500,Census Tract 25; Dallas County; Texas,883,218,883,218,58317,20777
1400000US48113002703,Census Tract 27.03; Dallas County; Texas,1295,275,1295,275,49656,17391
